월,일자,두께,소재폭,제품폭,마진,두께그룹,폭그룹,마진그룹,강종,품명그룹,기준장력,No.,생산일,라인,생산지시번호,작업장,소재번호,소유,품명,유형,재질,Size,수량,소재중량,소재길이,제품번호,제품구분,생산중량,수율(%),Size.1,단중,중량,Gross중량,도유,장력1,스피드1,장력2,스피드2,장력3,스피드3,장력,스피드,수요가,OK,NG
5,44342,0.6,1581.9,1373.0,208.9000000000001,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,1667,20210526,STL,DP210517284,OO철강(주)XX공장,21/BAT3128-C01,임가공,GI,Skelp,FEP05+Z,0.652 x 1581.9 x C,1,29260,3652.0,21/BAT3128-P01,제품,25400,86.81,0.652 x 1373 x C,12680.0,12680,12698,AH,294.0,160.0,302.0,159.0,325.0,163.0,307,161,OO제철(주)XX,1,0
5,44327,0.4,1229.6,1229.6,0.0,0.4≤t≤0.5,1200≤w＜1300,정정,일반,GI 외,200,1481,20210511,STL,DP210504196,OO철강(주)XX공장,21/BAS7202B-C01,임가공,GI,Skelp,KS-SGCC,0.499 x 1229.6 x C,1,8320,1756.0,21/BAS7202B-P01,제품,8310,99.88,0.499 x 1229.6 x C,8310.0,8310,8320,XX,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44407,0.8,1545.2,1530.0,15.200000000000044,0.8≤t＜0.9,1500≤w＜1600,6mm↑,일반,GI 외,290,2311,20210730,STL,DP210729043,OO철강(주)XX공장,21/BAV8290-C01,임가공,GI,Skelp,KS-SGCC,0.808 x 1545.2 x C,1,29280,3039.0,21/BAV8290-P06,제품,29020,99.11,0.808 x 1530 x C,4810.0,4810,4832,XX,370.0,163.0,370.0,163.0,323.0,137.0,354,154,OO제철(주)XX,1,0
1,44208,2.8,1251.4,1251.4,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,154,20210112,STL,DP210111010,OO철강(주)XX공장,21/BAQ0825C-C01,임가공,CR,Skelp,EN-DC01 A,2.853 x 1251.4 x C,1,6920,244.0,21/BAQ0825C-P01,제품,6920,100.0,2.853 x 1251.4 x C,6920.0,6920,6920,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44308,1.0,1273.0,1273.0,0.0,1.0≤t＜1.1,1200≤w＜1300,정정,60K,GI 외,290,1098,20210422,STL,DP210419142,OO철강(주)XX공장,21/BAS9218A-C01,임가공,GA,Skelp,SGAFC590,1.008 x 1273 x C,1,8740,886.0,21/BAS9218A-P01,제품,8700,99.54,1.008 x 1273 x C,8700.0,8700,8740,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44322,1.1,1209.8,1209.8,0.0,1.1≤t＜1.2,1200≤w＜1300,정정,일반,GI 외,310,1341,20210506,STL,DP210504145,OO철강(주)XX공장,21/BAT2072B-C01,임가공,CR,Skelp,EN-DC01 A,1.109 x 1209.8 x C,1,8560,818.0,21/BAT2072B-P01,제품,8510,99.42,1.109 x 1209.8 x C,8510.0,8510,8560,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44406,0.9,1041.4,1036.0,5.400000000000091,0.9≤t＜1.0,1000≤w＜1100,6mm↓,일반,GI 오일링,280,2279,20210729,STL,DP210726112,OO철강(주)XX공장,21/BAV6190-C01,임가공,GI,Skelp,VW-CR210LAD+Z,0.996 x 1041.4 x C,1,22330,2780.0,21/BAV6190-P01,제품,22200,99.42,0.996 x 1036 x C,11080.0,11080,11107,FG,235.0,64.0,271.0,64.0,300.0,60.0,269,63,OO제철(주)XX,0,1
7,44390,2.2,1246.0,1228.0,18.0,1.9≤t＜5.0,1200≤w＜1300,6mm↑,80K,GI 외,430,2085,20210713,STL,DP210712118,OO철강(주)XX공장,21/CRW963-C01,임가공,CR,Skelp,SPFC780DP,2.295 x 1246 x C,1,25050,1122.0,21/CRW963-P02,제품,24650,98.4,2.295 x 1228 x C,12280.0,12280,12344,AH,310.0,103.0,306.0,103.0,405.0,110.0,340,105,OO제철(주)XX,0,1
1,44201,0.9,1201.0,1201.0,0.0,0.9≤t＜1.0,1200≤w＜1300,정정,일반,GI 오일링,330,47,20210105,STL,DP210104078,OO철강(주)XX공장,20/BAQ1133-P01,임가공,GI,Skelp,PSA-ES+Z,0.968 x 1201 x C,1,21160,2343.0,20/BAQ1133-P02,제품,20610,97.4,0.968 x 1201 x C,20610.0,20610,21160,QG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44292,0.5,1167.7,1156.0,11.700000000000044,0.5≤t≤0.6,1100≤w＜1200,6mm↑,일반,GI 외,200,914,20210406,STL,DP210405092,OO철강(주)XX공장,21/CQK268-C01,임가공,GA,Skelp,SGACC,0.598 x 1167.7 x C,1,25080,4618.0,21/CQK268-P02,제품,24830,99.0,0.598 x 1156 x C,12470.0,12470,12414,AG,309.0,157.0,310.0,162.0,303.0,152.0,307,157,OO제철(주)XX,1,0
5,44330,1.6,1178.5,1094.0,84.5,1.6≤t＜1.7,1000≤w＜1100,6mm↑,80K,GI 외,340,1519,20210514,STL,DP210506232,OO철강(주)XX공장,21/CRD492-C01,임가공,CR,Skelp,SPFC780DP,1.614 x 1178.5 x C,1,25630,1741.0,21/CRD492-P02,제품,23820,92.94,1.614 x 1094 x C,11870.0,11870,11896,AH,415.0,155.0,452.0,169.0,425.0,149.0,431,158,OO제철(주)XX,1,0
7,44383,0.8,985.4,969.0,16.399999999999977,0.8≤t＜0.9,900≤w＜1000,6mm↑,80K,GI 외,200,2021,20210706,STL,DP210705108,OO철강(주)XX공장,21/CRW091-C01,임가공,CR,Skelp,SPFC780DP,0.807 x 985.4 x C,1,22470,3654.0,21/CRW091-P02,제품,22100,98.35,0.807 x 969 x C,11070.0,11070,11048,AH,250.0,100.0,333.0,160.0,328.0,158.0,304,139,OO제철(주)XX,1,0
3,44263,1.6,899.8,884.0,15.799999999999956,1.6≤t＜1.7,800≤w＜900,6mm↑,80K,GI 외,310,641,20210308,STL,DP210302042,OO철강(주)XX공장,21/CQS138-C01,임가공,CR,Skelp,ISC SPFC780DP,1.617 x 899.8 x C,1,14470,1283.0,21/CQS138-P01,제품,14200,98.13,1.617 x 884 x C,7110.0,7110,7108,AH,305.0,114.0,309.0,122.0,314.0,107.0,309,114,OO제철(주)XX,0,1
7,44398,0.6,1050.0,905.0,145.0,0.6≤t＜0.7,900≤w＜1000,6mm↑,일반,GI 외,200,2173,20210721,STL,DP210719117,OO철강(주)XX공장,21/BAU7315-C01,임가공,GA,Skelp,SGARC340,0.655 x 1050 x C,1,24610,4593.0,21/BAU7315-P01,제품,21250,86.35,0.655 x 905 x C,10560.0,10560,10606,AG,360.0,203.0,346.0,188.0,370.0,181.0,359,191,OO제철(주)XX,1,0
1,44222,1.1,975.8,970.0,5.7999999999999545,1.1≤t＜1.2,900≤w＜1000,6mm↓,일반,GI 외,240,342,20210126,STL,DP210122029,OO철강(주)XX공장,21/BAQ9140B-C01,임가공,GA,Skelp,SGACUD,1.195 x 975.8 x C,1,11060,1226.0,21/BAQ9140B-P01,제품,11020,99.64,1.195 x 970 x C,11020.0,11020,10994,AG,240.0,60.0,259.0,60.0,284.0,59.0,261,60,OO제철(주)XX,1,0
1,44215,0.6,1372.8,1349.0,23.799999999999955,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 외,200,239,20210119,STL,DP210113039,OO철강(주)XX공장,21/BAQ1324-C01,임가공,GA,Skelp,SGACUD,0.654 x 1372.8 x C,1,29340,4256.0,21/BAQ1324-P02,제품,29020,98.91,0.654 x 1349 x C,14510.0,14510,14416,AG,190.0,86.0,335.0,174.0,328.0,178.0,284,146,OO제철(주)XX,0,1
3,44286,1.2,1575.6,1570.0,5.599999999999909,1.2≤t＜1.3,1500≤w＜1600,6mm↓,일반,GI 외,380,856,20210331,STL,DP210330073,OO철강(주)XX공장,21/BAR9420A-C01,임가공,GA,Skelp,SGACC,1.212 x 1575.6 x C,1,12620,853.0,21/BAR9420A-P01,제품,12550,99.45,1.212 x 1570 x C,12550.0,12550,12575,AG,268.0,62.0,309.0,67.0,328.0,64.0,302,64,OO제철(주)XX,0,1
1,44226,0.7,1587.6,1441.0,146.5999999999999,0.7≤t＜0.8,1400≤w＜1500,6mm↑,일반,GI 외,250,441,20210130,STL,DP210130013,OO철강(주)XX공장,21/BAQ2770B-C01,임가공,GA,Skelp,SGACUD,0.703 x 1587.6 x C,1,9130,1055.0,21/BAQ2770B-P01,제품,8350,91.46,0.703 x 1441 x C,8350.0,8350,8287,AL,347.0,140.0,382.0,172.0,333.0,144.0,354,152,OO제철(주)XX,1,0
5,44326,1.0,1231.7,1223.0,8.700000000000045,1.0≤t＜1.1,1200≤w＜1300,6mm↑,일반,GI 오일링,360,1437,20210510,STL,DP210503112,OO철강(주)XX공장,21/BAT5075-C01,임가공,GI,Skelp,JS-SGCC,1.037 x 1231.7 x C,1,26610,2696.0,21/BAT5075-P06,제품,26390,99.17,1.037 x 1223 x C,4360.0,4360,4404,AL,378.0,154.0,366.0,153.0,284.0,99.0,343,135,OO제철(주)XX,1,0
4,44316,1.0,1304.9,1292.0,12.900000000000093,1.0≤t＜1.1,1200≤w＜1300,6mm↑,80K,GI 외,290,1181,20210430,STL,DP210429016,OO철강(주)XX공장,21/CRF615-C01,임가공,CR,Skelp,SPFC780DP,1.007 x 1304.9 x C,1,25110,2468.0,21/CRF615-P01,제품,24860,99.0,1.007 x 1292 x C,12400.0,12400,12431,AH,348.0,160.0,349.0,161.0,374.0,168.0,357,163,OO제철(주)XX,1,0
5,44320,0.4,1175.0,1166.0,9.0,0.4≤t≤0.5,1100≤w＜1200,6mm↑,일반,GI 외,200,1230,20210504,STL,DP210429082,OO철강(주)XX공장,21/BAT3849-C01,임가공,GI,Skelp,JS-SGCC,0.438 x 1175 x C,1,26040,6520.0,21/BAT3849-P01,제품,25840,99.23,0.438 x 1166 x C,12890.0,12890,12920,XX,226.0,96.0,241.0,103.0,261.0,101.0,243,100,OO제철(주)XX,1,0
7,44404,0.7,1448.5,1371.0,77.5,0.7≤t＜0.8,1300≤w＜1400,6mm↑,일반,GI 외,230,2250,20210727,STL,DP210726113,OO철강(주)XX공장,21/BAV3451-C01,임가공,GI,Skelp,KS-SGCC,0.715 x 1448.5 x C,1,22690,2838.0,21/BAV3451-P01,제품,21420,94.4,0.715 x 1371 x C,7170.0,7170,7159,XX,342.0,166.0,347.0,166.0,332.0,155.0,340,162,OO제철(주)XX,1,0
1,44226,0.6,1250.2,1161.0,89.20000000000005,0.6≤t＜0.7,1100≤w＜1200,6mm↑,일반,GI 외,200,443,20210130,STL,DP210130015,OO철강(주)XX공장,21/BAQ6525C-C01,임가공,GA,Skelp,SGARC340,0.652 x 1250.2 x C,1,9240,1480.0,21/BAQ6525C-P01,제품,8640,93.51,0.652 x 1161 x C,8640.0,8640,8581,AG,389.0,165.0,367.0,168.0,342.0,156.0,366,163,OO제철(주)XX,1,0
6,44368,0.7,1053.9,939.0,114.90000000000008,0.7≤t＜0.8,900≤w＜1000,6mm↑,60K,GI 외,200,1874,20210621,STL,DP210615060,OO철강(주)XX공장,21/CRB789A-C01,임가공,GA,Skelp,SGAFC590,0.71 x 1053.9 x C,1,11000,1914.0,21/CRB789A-P01,제품,9830,89.36,0.71 x 939 x C,9830.0,9830,9801,AH,287.0,154.0,268.0,146.0,827.0,114.0,461,138,OO제철(주)XX,1,0
3,44257,2.0,990.3,974.0,16.299999999999955,1.9≤t＜5.0,900≤w＜1000,6mm↑,60K,GI 외,380,629,20210302,STL,DP210203032,OO철강(주)XX공장,21/BAR3251-C01,임가공,GA,Skelp,SGAFH590FB,2.025 x 990.3 x C,1,22190,1428.0,21/BAR3251-P02,제품,21780,98.15,2.025 x 974 x C,10940.0,10940,10912,AH,220.0,59.0,332.0,112.0,395.0,124.0,316,98,OO제철(주)XX,0,1
1,44215,0.7,1651.9,1514.0,137.9000000000001,0.7≤t＜0.8,1500≤w＜1600,6mm↑,일반,GI 외,260,228,20210119,STL,DP210111066,OO철강(주)XX공장,21/BAQ0432-C01,임가공,GA,Skelp,SGACD,0.707 x 1651.9 x C,1,29080,3250.0,21/BAQ0432-P01,제품,26830,92.26,0.707 x 1514 x C,13400.0,13400,13326,AH,306.0,159.0,291.0,152.0,303.0,156.0,300,156,OO제철(주)XX,1,0
5,44321,1.5,1221.7,1221.7,0.0,1.5≤t＜1.6,1200≤w＜1300,정정,일반,GI 외,360,1255,20210505,STL,DP210504071,OO철강(주)XX공장,21/BAT4824A-C01,임가공,CR,Skelp,SPCC,1.585 x 1221.7 x C,1,9060,601.0,21/BAT4824A-P01,제품,9020,99.56,1.585 x 1221.7 x C,9020.0,9020,9060,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44398,2.0,1535.9,1535.9,0.0,1.9≤t＜5.0,1500≤w＜1600,정정,일반,GI 외,430,2165,20210721,STL,DP210716011,OO철강(주)XX공장,21/BAV4088B-C01,임가공,PO,Skelp,KS-SPHC,2.035 x 1535.9 x C,1,22150,910.0,21/BAV4088B-P01,제품,21670,97.83,2.035 x 1535.9 x C,10800.0,10800,11075,AG,500.0,202.0,508.0,201.0,448.0,171.0,485,191,OO제철(주)XX,1,0
7,44386,0.6,1590.5,1538.0,52.5,0.6≤t＜0.7,1500≤w＜1600,6mm↑,일반,GI 오일링,280,2053,20210709,STL,DP210708031,OO철강(주)XX공장,21/BAV2738B-C01,임가공,GI,Skelp,FEP05+Z,0.654 x 1590.5 x C,1,16630,2061.0,21/BAV2738B-P01,제품,16060,96.57,0.654 x 1538 x C,16060.0,16060,16081,AH,317.0,156.0,318.0,156.0,311.0,152.0,315,155,OO제철(주)XX,1,0
2,44238,0.6,1007.1,1007.1,0.0,0.6≤t＜0.7,1000≤w＜1100,정정,일반,GI 외,200,487,20210211,STL,DP210211053,OO철강(주)XX공장,21/BAP9567B-C01,임가공,GA,Skelp,SGACC,0.613 x 1007.1 x C,1,10980,2295.0,21/BAP9567B-P01,제품,11030,100.46,0.613 x 1007.1 x C,11030.0,11030,10980,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44340,1.7,1281.6,1281.6,0.0,1.7≤t＜1.8,1200≤w＜1300,정정,60K,GI 외,400,1624,20210524,STL,DP210521056,OO철강(주)XX공장,21/CRJ460A-C01,임가공,GA,Skelp,SGAFC590DP,1.783 x 1281.6 x C,1,13740,776.0,21/CRJ460A-P01,제품,13700,99.71,1.783 x 1281.6 x C,13700.0,13700,13740,AG,395.0,152.0,434.0,152.0,424.0,127.0,418,144,OO제철(주)XX,0,1
3,44267,2.0,1531.8,1531.8,0.0,1.9≤t＜5.0,1500≤w＜1600,정정,일반,GI 외,430,665,20210312,STL,DP210311068,OO철강(주)XX공장,21/BAR7155A-P01,임가공,PO,Skelp,KS-SPHC,2.028 x 1531.8 x C,1,11150,461.0,21/BAR7155A-P02,제품,10170,91.21,2.028 x 1531.8 x C,10170.0,10170,11150,AG,310.0,60.0,364.0,60.0,412.0,51.0,362,57,OO제철(주)XX,0,1
2,44250,1.6,1206.2,1200.0,6.2000000000000455,1.6≤t＜1.7,1200≤w＜1300,6mm↑,일반,GI 외,380,612,20210223,STL,DP210218158,OO철강(주)XX공장,21/CQL155B-C01,임가공,AC,Skelp,SABC1470,1.634 x 1206.2 x C,1,11600,770.0,21/CQL155B-P01,제품,10920,94.14,1.634 x 1200 x C,10920.0,10920,11540,AL,283.0,59.0,284.0,53.0,115.0,18.0,227,43,OO제철(주)XX,0,1
1,44215,0.6,1480.1,1466.0,14.099999999999907,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 외,220,221,20210119,STL,DP210101013,OO철강(주)XX공장,21/BAQ0138-C01,임가공,GA,Skelp,SGACC,0.61 x 1480.1 x C,1,25490,3687.0,21/BAQ0138-P02,제품,25380,99.57,0.61 x 1466 x C,12710.0,12710,12624,AG,250.0,72.0,320.0,127.0,320.0,126.0,297,108,OO제철(주)XX,1,0
1,44215,1.2,1348.9,1332.0,16.90000000000009,1.2≤t＜1.3,1300≤w＜1400,6mm↑,일반,GI 외,340,249,20210119,STL,DP210114076,OO철강(주)XX공장,21/BAQ5198-C01,임가공,GA,Skelp,SGARC340,1.202 x 1348.9 x C,1,28780,2315.0,21/BAQ5198-P01,제품,28480,98.96,1.202 x 1332 x C,14310.0,14310,14210,AG,229.0,77.0,326.0,141.0,340.0,148.0,298,122,OO제철(주)XX,0,1
6,44371,2.4,1250.0,1250.0,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,1957,20210624,STL,DP210621037,OO철강(주)XX공장,21/BAU6040-C01,임가공,CR,Skelp,EN-DC04 A,2.465 x 1250 x C,1,19930,825.0,21/BAU6040-P01,제품,19920,99.95,2.465 x 1250 x C,19920.0,19920,19930,FL,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44403,0.7,1042.5,1024.0,18.5,0.7≤t＜0.8,1000≤w＜1100,6mm↑,일반,GI 외,200,2234,20210726,STL,DP210723155,OO철강(주)XX공장,21/BAV5654-C01,임가공,CR,Skelp,ISC SPRC440,0.745 x 1042.5 x C,1,24070,4001.0,21/BAV5654-P02,제품,23660,98.3,0.745 x 1024 x C,7870.0,7870,7881,AH,356.0,176.0,362.0,175.0,358.0,168.0,359,173,OO제철(주)XX,1,0
5,44319,2.3,1220.9,1220.9,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,일반,GI 외,430,1222,20210503,STL,DP210430075,OO철강(주)XX공장,21/BAT4441A-C01,임가공,PO,Skelp,SAPH440-P,2.318 x 1220.9 x C,1,13660,617.0,21/BAT4441A-P01,제품,13130,96.12,2.318 x 1220.9 x C,13130.0,13130,13660,AH,505.0,202.0,499.0,202.0,463.0,167.0,489,190,OO제철(주)XX,1,0
1,44200,1.0,1045.8,1045.8,0.0,1.0≤t＜1.1,1000≤w＜1100,정정,일반,GI 외,250,9,20210104,STL,DP201230094,OO철강(주)XX공장,20/BAP9980B-C01,임가공,GA,Skelp,SGARC340,1.001 x 1045.8 x C,1,11100,1381.0,20/BAP9980B-P01,제품,10720,96.58,1.001 x 1045.8 x C,10720.0,10720,11100,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44319,1.3,1296.7,1296.7,0.0,1.3≤t＜1.4,1200≤w＜1300,정정,일반,GI 외,330,1216,20210503,STL,DP210429046,OO철강(주)XX공장,21/CRB037A-F02,자사임,AC,Skelp,SABC1470,1.332 x 1296.7 x C,1,13990,0.0,21/CRB037A-P03,제품,13980,99.93,1.332 x 1296.7 x C,13980.0,13980,13990,AL,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44389,0.6,1590.7,1414.0,176.70000000000005,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 오일링,260,2062,20210712,STL,DP210708085,OO철강(주)XX공장,21/BAV2739A-C01,임가공,GI,Skelp,SGCUD,0.652 x 1590.7 x C,1,11000,1366.0,21/BAV2739A-P01,제품,9750,88.64,0.652 x 1414 x C,9750.0,9750,9778,AG,330.0,153.0,335.0,153.0,312.0,137.0,326,148,OO제철(주)XX,1,0
1,44216,0.7,1269.2,1264.0,5.2000000000000455,0.7≤t＜0.8,1200≤w＜1300,6mm↓,일반,GI 외,220,264,20210120,STL,DP210111104,OO철강(주)XX공장,21/BAQ4152A-C01,임가공,GA,Skelp,SGACEN,0.705 x 1269.2 x C,1,14110,2047.0,21/BAQ4152A-P01,제품,14090,99.86,0.705 x 1264 x C,14090.0,14090,14052,AG,222.0,61.0,262.0,62.0,293.0,62.0,259,62,OO제철(주)XX,1,0
4,44292,0.6,1608.9,1589.0,19.90000000000009,0.6≤t＜0.7,1500≤w＜1600,6mm↑,일반,GI 외,230,922,20210406,STL,DP210405100,OO철강(주)XX공장,21/BAS6050B-C01,임가공,GA,Skelp,SGARC340,0.652 x 1608.9 x C,1,20470,2536.0,21/BAS6050B-P02,제품,20260,98.97,0.652 x 1589 x C,10140.0,10140,10108,AG,296.0,134.0,326.0,161.0,301.0,143.0,308,146,OO제철(주)XX,1,0
1,44202,0.7,1269.2,1264.0,5.2000000000000455,0.7≤t＜0.8,1200≤w＜1300,6mm↓,일반,GI 외,220,55,20210106,STL,DP210106068,OO철강(주)XX공장,21/BAQ4067A-C01,임가공,GA,Skelp,SGACEN,0.705 x 1269.2 x C,1,14040,2036.0,21/BAQ4067A-P01,제품,13550,96.51,0.705 x 1264 x C,13550.0,13550,13982,AG,290.0,97.0,290.0,97.0,281.0,93.0,287,96,OO제철(주)XX,1,0
4,44306,0.8,1543.3,1530.0,13.299999999999956,0.8≤t＜0.9,1500≤w＜1600,6mm↑,일반,GI 외,290,1072,20210420,STL,DP210414108,OO철강(주)XX공장,21/BAS9845-C01,임가공,GI,Skelp,KS-SGCC,0.806 x 1543.3 x C,1,26240,2727.0,21/BAS9845-P01,제품,25990,99.05,0.806 x 1530 x C,5200.0,5200,5203,XX,230.0,63.0,313.0,129.0,319.0,134.0,287,109,OO제철(주)XX,0,1
5,44337,0.6,959.2,944.0,15.200000000000044,0.6≤t＜0.7,900≤w＜1000,6mm↑,일반,GI 외,200,1603,20210521,STL,DP210520125,OO철강(주)XX공장,21/BAT9844-C01,임가공,CR,Skelp,SPRC340,0.646 x 959.2 x C,1,21380,4439.0,21/BAT9844-P02,제품,21060,98.5,0.646 x 944 x C,10570.0,10570,10521,AH,303.0,158.0,299.0,158.0,292.0,149.0,298,155,OO제철(주)XX,1,0
5,44326,1.0,1231.7,1223.0,8.700000000000045,1.0≤t＜1.1,1200≤w＜1300,6mm↑,일반,GI 오일링,360,1434,20210510,STL,DP210503112,OO철강(주)XX공장,21/BAT5075-C01,임가공,GI,Skelp,JS-SGCC,1.037 x 1231.7 x C,1,26610,2696.0,21/BAT5075-P03,제품,26390,99.17,1.037 x 1223 x C,4400.0,4400,4404,AL,358.0,153.0,353.0,152.0,328.0,135.0,346,147,OO제철(주)XX,0,1
2,44245,0.7,1260.0,1260.0,0.0,0.7≤t＜0.8,1200≤w＜1300,정정,일반,GI 외,220,583,20210218,STL,DP210217065,OO철강(주)XX공장,20/BAP5924-P02,임가공,GA,Skelp,SGACUD,0.703 x 1260 x C,1,14620,2132.0,20/BAP5924-P03,제품,14620,100.0,0.703 x 1260 x C,14620.0,14620,14620,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44223,1.2,1312.1,1312.1,0.0,1.2≤t＜1.3,1300≤w＜1400,정정,일반,GI 오일링,390,363,20210127,STL,DP210122018,OO철강(주)XX공장,21/CQG094B-C01,임가공,GI,Skelp,EN-HX260LAD+Z,1.293 x 1312.1 x C,1,12060,923.0,21/CQG094B-P01,제품,11210,92.95,1.293 x 1312.1 x C,11210.0,11210,12060,F1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
2,44239,1.5,1137.2,1137.2,0.0,1.5≤t＜1.6,1100≤w＜1200,정정,일반,GI 외,350,520,20210212,STL,DP210211074,OO철강(주)XX공장,21/BAQ1268A-C01,임가공,CR,Skelp,SPRC340,1.567 x 1137.2 x C,1,7560,543.0,21/BAQ1268A-P01,제품,7570,100.13,1.567 x 1137.2 x C,7570.0,7570,7560,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
2,44245,0.7,1556.0,1394.0,162.0,0.7≤t＜0.8,1300≤w＜1400,6mm↑,일반,GI 외,230,575,20210218,STL,DP210210014,OO철강(주)XX공장,21/BAR0194A-C01,임가공,GA,Skelp,SGACUD,0.707 x 1556 x C,1,10460,1213.0,21/BAR0194A-P01,제품,9330,89.2,0.707 x 1394 x C,9330.0,9330,9371,AL,300.0,152.0,283.0,152.0,263.0,138.0,282,147,OO제철(주)XX,1,0
1,44222,0.7,1020.3,1015.0,5.2999999999999545,0.7≤t＜0.8,1000≤w＜1100,6mm↓,일반,GI 외,200,330,20210126,STL,DP210111105,OO철강(주)XX공장,21/BAQ3806B-C01,임가공,GA,Skelp,SGACEN,0.702 x 1020.3 x C,1,12030,2178.0,21/BAQ3806B-P01,제품,11990,99.67,0.702 x 1015 x C,11990.0,11990,11968,AG,250.0,60.0,263.0,60.0,289.0,60.0,267,60,OO제철(주)XX,1,0
4,44292,0.9,1329.6,1324.0,5.599999999999909,0.9≤t＜1.0,1300≤w＜1400,6mm↓,일반,GI 외,290,912,20210406,STL,DP210405091,OO철강(주)XX공장,21/BAS5760-C01,임가공,GA,Skelp,SGACC,0.906 x 1329.6 x C,1,24690,2635.0,21/BAS5760-P02,제품,24610,99.68,0.906 x 1324 x C,12350.0,12350,12293,AG,280.0,60.0,296.0,59.0,320.0,55.0,299,58,OO제철(주)XX,0,1
4,44295,1.6,899.5,884.0,15.5,1.6≤t＜1.7,800≤w＜900,6mm↑,80K,GI 외,310,960,20210409,STL,DP210407026,OO철강(주)XX공장,21/CQZ283-C01,임가공,CR,Skelp,ISC SPFC780DP,1.619 x 899.5 x C,1,19170,1696.0,21/CQZ283-P01,제품,18840,98.28,1.619 x 884 x C,9400.0,9400,9420,AH,329.0,128.0,354.0,152.0,360.0,143.0,348,141,OO제철(주)XX,1,0
1,44214,0.6,890.9,870.0,20.899999999999977,0.6≤t＜0.7,800≤w＜900,6mm↑,일반,GI 오일링,200,203,20210118,STL,DP210111116,OO철강(주)XX공장,21/BAQ5399-C01,임가공,GI,Skelp,PSA-ES+Z,0.679 x 890.9 x C,1,15800,3373.0,21/BAQ5399-P01,제품,15470,97.91,0.679 x 870 x C,15470.0,15470,15429,QG,250.0,152.0,251.0,152.0,610.0,143.0,370,149,OO제철(주)XX,1,0
5,44319,1.0,940.0,924.0,16.0,1.0≤t＜1.1,900≤w＜1000,6mm↑,80K,GI 외,230,1213,20210503,STL,DP210429029,OO철강(주)XX공장,21/CRF475-C01,임가공,CR,Skelp,SPFC780DP,1.009 x 940 x C,1,14450,1972.0,21/CRF475-P02,제품,14210,98.34,1.009 x 924 x C,7110.0,7110,7102,AH,290.0,98.0,437.0,179.0,425.0,182.0,384,153,OO제철(주)XX,1,0
5,44341,2.2,1543.7,1525.0,18.700000000000045,1.9≤t＜5.0,1500≤w＜1600,6mm↑,일반,GI 외,430,1635,20210525,STL,DP210512106,OO철강(주)XX공장,21/BAT9209-C01,임가공,PO,Skelp,JS-SPHC,2.285 x 1543.7 x C,1,24860,902.0,21/BAT9209-P01,제품,24410,98.19,2.285 x 1525 x C,24410.0,24410,24559,AG,425.0,151.0,472.0,151.0,552.0,112.0,483,138,OO제철(주)XX,0,1
4,44302,1.7,1072.1,1059.0,13.099999999999907,1.7≤t＜1.8,1000≤w＜1100,6mm↑,일반,GI 오일링,420,1016,20210416,STL,DP210412114,OO철강(주)XX공장,21/BAS3776-C01,임가공,GI,Skelp,EN-DX53D+Z,1.753 x 1072.1 x C,1,22970,1570.0,21/BAS3776-P02,제품,22690,98.78,1.753 x 1059 x C,11340.0,11340,11345,FG,318.0,80.0,449.0,149.0,444.0,136.0,404,122,OO제철(주)XX,0,1
1,44214,0.6,891.9,870.0,21.899999999999977,0.6≤t＜0.7,800≤w＜900,6mm↑,일반,GI 오일링,200,207,20210118,STL,DP210111127,OO철강(주)XX공장,21/BAQ5414-C01,임가공,GI,Skelp,PSA-ES+Z,0.68 x 891.9 x C,1,15860,3379.0,21/BAQ5414-P01,제품,15450,97.41,0.68 x 870 x C,7510.0,7510,15471,QG,247.0,151.0,238.0,151.0,233.0,136.0,239,146,OO제철(주)XX,1,0
